"Player","Team","Position","Rk","Status","Age","Opponent","FPts","FP/G","PA","HR","R","RBI","SB","BB/PA","K/PA","ISO","BABIP","AVG","WOBA"
"Alberto Bernal","CHW","1B","2495","FA","18","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Iosif Bernal","ATL","OF","2496","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Austin Bernard","COL","C","2497","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Isaac Bernard","TB","OF","2498","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wynton Bernard","CHC","OF","2499","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Bernardo","BAL","C","2500","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Doug Bernier","TEX","3B","2501","FA","40","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Allan Berrios","WSH","C","2502","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Christopher Berroa","OAK","OF","2503","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Steward Berroa","TOR","OF","2504","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luke Berryhill","CIN","C","2505","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Javier Betancourt","MIL","2B","2506","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marcos Betancourt","OAK","C","2507","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jhonny Bethencourt","CHC","2B","2508","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jordan Betts","BOS","3B","2509","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jeff Bianchi","COL","3B,SS","2510","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Justin Bianco","ARI","OF","2511","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael Bianucci","TEX","OF","2512","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Conor Bierfeldt","BAL","OF","2513","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Zach Biermann","HOU","1B","2514","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Evan Bigley","MIN","OF","2515","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Shane Billings","STL","OF","2516","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Patrick Biondi","NYM","OF","2517","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Corey Bird","MIA","OF","2518","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryne Birk","HOU","2B","2519","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris Bisson","SD","2B","2520","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Venn Biter","PHI","OF","2521","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dan Black","MIA","2B","2522","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dan Black","CHW","1B","2523","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Justin Black","ATL","OF","2524","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tate Blackman","CHW","2B,SS","2525","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Carson Blair","CHW","C","2526","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Patrick Blair","TB","SS","2527","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Coty Blanchard","TB","2B","2528","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andres Blanco","(N/A)","2B","2529","FA","36","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gregor Blanco","(N/A)","OF","2530","FA","36","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lisandro Blanco","NYY","OF","2531","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yeikel Blandin","COL","OF","2532","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mike Blanke","CHW","C","2533","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kyle Blanks","(N/A)","1B","2534","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aaron Blanton","MIA","SS","2535","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dalton Blaser","NYY","1B,OF","2536","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jabari Blash","LAA","OF","2537","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jamori Blash","WSH","1B","2538","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Justin Bloxom","(N/A)","1B","2539","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dalton Blumenfeld","LAA","C","2540","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ben Blumenthal","NYY","C","2541","FA","37","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Keudy Bocio","PHI","2B","2542","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brian Bocock","KC","SS","2543","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jair Bogaerts","BOS","C","2544","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Branden Boggetto","WSH","2B,3B,P","2545","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandon Boggs","ATL","OF","2546","FA","37","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Justin Bohn","MIA","SS","2547","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jace Bohrofen","(N/A)","OF","2548","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Royce Bolinger","TEX","OF","2549","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brett Bond","HOU","C","2550","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brock Bond","SF","2B","2551","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luke Bonfield","NYM","OF","2552","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Emilio Bonifacio","(N/A)","OF","2553","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mauro Bonifacio","NYY","OF","2554","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Bonilla","OAK","OF","2555","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Elieser Bonne","CHC","OF","2556","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris Bono","SF","OF","2557","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Trevor Boone","COL","OF","2558","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Julio Borbon","(N/A)","OF","2559","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bobby Borchering","HOU","3B","2560","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Zach Borenstein","NYM","OF","2561","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"John Bormann","PIT","C","2562","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Bortnick","ARI","2B","2563","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jimmy Bosco","STL","OF","2564","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jacob Bosiokovic","COL","1B","2565","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Torsten Boss","BAL","OF","2566","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Austin Bossart","PHI","C","2567","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan Bottger","HOU","OF","2568","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Garrett Boulware","CIN","C","2569","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jason Bour","CIN","C","2570","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jason Bourgeois","CHW","OF","2571","FA","38","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael Bourn","ARI","OF","2572","FA","37","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Auston Bousfield","SD","OF","2573","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rob Bowen","(N/A)","C","2574","FA","39","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Drew Bowser","(N/A)","SS","2575","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bobby Boyd","HOU","OF","2576","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jayce Boyd","NYM","3B","2577","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rod Boykin","SD","OF","2578","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Didimo Bracho","ARI","2B","2579","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Enrique Bradfield Jr.","(N/A)","OF","2580","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cliff Brantley","TOR","OF","2581","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Colin Bray","ARI","OF","2582","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Datren Bray","LAA","OF","2583","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Christopher Breen","NYY","C","2584","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael Brenly","CHC","C","2585","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bryce Brentz","(N/A)","OF","2586","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan Brett","CHW","2B","2587","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Daniel Brewer","NYY","OF","2588","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cody Brickhouse","SF","C","2589","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Drew Bridges","NYY","1B,3B","2590","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Reid Brignac","(N/A)","3B","2591","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Markus Brisker","TOR","OF","2592","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gabriel Brito","PIT","C","2593","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Javier Brito","STL","1B","2594","FA","37","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jesus Brito","PIT","3B","2595","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Juan Brito","WSH","C","2596","FA","0","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kristian Brito","SEA","1B","2597","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Raider Brito","TB","OF","2598","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Buck Britton","BAL","2B","2599","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Brizuela","OAK","3B","2600","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cael Brockmeyer","CHC","C","2601","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andrew Brodbeck","STL","2B,SS","2602","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Trenton Brooks","CLE","OF","2603","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandon Brosher","NYM","OF","2604","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aaron Brown","PHI","OF","2605","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andrew Brown","LAA","OF","2606","FA","36","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bryce Brown","TB","OF","2607","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Cassidy Brown","CIN","C","2608","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Corey Brown","LAD","OF","2609","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Domonic Brown","(N/A)","OF","2610","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gary Brown","LAA","OF","2611","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jacob Brown","BAL","OF","2612","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jordan Brown","(N/A)","OF","2613","FA","36","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kep Brown","STL","OF","2614","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rashad Brown","DET","OF","2615","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Trevor Brown","SF","C","2616","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Brown","SF","SS","2617","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Beau Brundage","TB","OF","2618","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Stephen Bruno","CHC","3B","2619","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gio Brusa","SF","OF","2620","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Vaughn Bryan","STL","OF","2621","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Adam Bryant","MIN","SS","2622","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brian Bryles","TB","OF","2623","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alex Buchholz","CIN","2B","2624","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Travis Buck","SD","OF","2625","FA","37","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jack Bulger","(N/A)","C","2626","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Steve Bumbry","BAL","OF","2627","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luke Burch","DET","OF","2628","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dylan Burdeaux","DET","1B","2629","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alex Burg","SF","C","2630","FA","33","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael Burgess","CHC","OF","2631","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Aldemar Burgos","SD","OF","2632","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris Burke","(N/A)","SS","2633","FA","40","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kyler Burke","CHC","OF","2634","FA","32","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dan Burkhart","SF","C","2635","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jeremiah Burks","DET","2B,SS","2636","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Colton Burns","MIN","OF","2637","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jake Burns","STL","C","2638","FA","17","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Emmanuel Burriss","LAA","2B","2639","FA","35","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joe Burton","NYY","OF","2640","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nick Buss","(N/A)","OF","2641","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Blake Butler","CIN","2B","2642","FA","27","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joey Butler","(N/A)","UT","2643","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Saxon Butler","NYY","1B","2644","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Austin Byler","ARI","1B","2645","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Grayson Byrd","CHC","1B,3B,SS","2646","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Vincent Byrd","TB","1B","2647","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luis Caballero","SEA","SS","2648","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Edgar Cabral","PHI","C","2649","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Everth Cabrera","(N/A)","SS","2650","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gustavo Cabrera","SF","OF","2651","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ramon Cabrera","CIN","C","2652","FA","31","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Walking Cabrera","COL","OF","2653","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Willie Cabrera","ATL","OF","2654","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yordy Cabrera","OAK","SS","2655","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jim Caceres","MIN","2B","2656","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rob Calabrese","SF","C","2657","FA","25","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jhoan Calderon","LAD","OF","2658","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yeicok Calderon","NYY","OF","2659","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yordi Calderon","SEA","3B,OF","2660","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bruce Caldwell","STL","SS","2661","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Frank Califano","CHW","OF","2662","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Alberto Callaspo","(N/A)","2B,3B","2663","FA","37","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Juan Camacho","SEA","C","2664","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kerby Camacho","MIN","C","2665","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jair Camargo","MIN","C","2666","FA","21","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dyron Campos","NYM","OF","2667","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Raul Campos","MIA","2B","2668","FA","19","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Stir Candelario","TB","OF","2669","FA","20","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mitch Canham","SD","C","2670","FA","36","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Garrett Cannizaro","LAA","2B,3B","2671","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jordan Cannon","BAL","C","2672","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jorge Cantu","(N/A)","1B,3B","2673","FA","38","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ulysses Cantu","CLE","3B","2674","FA","22","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Russ Canzler","PHI","OF","2675","FA","34","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Beau Capanna","BOS","SS","2676","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Christian Capellan","MIA","OF","2677","FA","23","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Vinny Capra","TOR","SS","2678","FA","24","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Daniel Carbonell","SF","OF","2679","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Scott Carcaise","MIA","1B,OF","2680","FA","28","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"JC Cardenas","TOR","SS","2681","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jose Cardona","TEX","OF","2682","FA","26","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"D.K. Carey","WSH","OF","2683","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Benjamin Carhart","LAD","3B","2684","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Stephen Carmon","SD","SS","2685","FA","30","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"William Carmona","PHI","3B","2686","FA","29","","0","0","0","0","0","0","0","0","0","0","0","0","0"
